time;x;y;z;bpm;bpm_by_nn;bpm_by_acf;mf;af;arf;sf;r_th;status_1;status_2;status_3;ml;breath_nn;snore_nn;signal_nn;splash_nn;eog;b100;b400;b1000;env
3940;-4752;2416;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;1;3;19
3941;-4944;2256;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;1;3;20
3942;-4800;2208;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;1;3;20
3943;-4992;2240;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;1;3;20
3944;-4976;2192;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;1;3;22
3945;-4768;2400;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;1;3;21
3946;-4960;2416;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;1;3;39
3947;-4800;2272;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;1;5;1091
3948;-4752;2560;14736;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;1323;751;439;1631
3949;-4992;2656;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;2225;926;582;2001
3950;-4976;2656;15072;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;2545;1219;673;2143
3951;-4832;2256;14960;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4769;1471;892;2808
3952;-4896;2592;15152;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5220;1572;1421;3007
3953;-4768;2608;15024;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5247;1586;1604;3024
3954;-4864;2240;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5287;1792;1958;2920
3955;-4848;2176;14928;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;7899;2062;2186;2815
3956;-5168;2192;14928;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;7639;1351;1954;2427
3957;-5152;2192;14960;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;6809;1213;1944;1776
3958;-4816;2416;14720;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;6494;947;1866;1181
3959;-4752;2192;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4269;695;1647;742
3960;-4816;2576;14784;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3818;594;1118;453
3961;-4768;2256;14800;10;0;10;0;0;0;0;0;0;0;8;0;0;0;0;95;142;3791;580;935;274
3962;-4816;2240;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;1;95;142;3751;375;581;167
3963;-4768;2256;14784;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;1141;104;351;105
3964;-4752;2560;14768;10;0;10;0;0;0;0;0;0;0;0;0;0;0;7;95;142;82;66;149;68
3965;-4992;2272;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;0;45;95;142;10;29;17;54
3966;-4992;2256;14800;10;0;10;0;0;0;0;0;4;0;8;0;0;0;64;95;142;5;3;3;67
3967;-4992;2208;14768;10;0;10;0;0;0;0;0;0;0;0;0;0;0;75;95;142;6;5;4;76
3968;-4768;2192;14768;10;0;10;0;0;0;0;0;0;0;0;0;0;0;92;95;142;7;6;4;73
3969;-4944;2400;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;87;95;142;7;7;4;72
3970;-4928;2400;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;4;23;95;142;7;7;4;69
3971;-4752;2368;15120;10;0;10;0;0;0;0;0;0;0;8;0;0;41;20;95;142;7;7;5;64
3972;-4784;2400;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;46;0;95;142;7;7;5;60
3973;-4784;2400;15120;10;0;10;0;0;0;0;0;0;1;0;0;0;54;0;95;142;8;7;5;57
3974;-4800;2416;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;88;0;95;142;9;6;5;51
3975;-4784;2192;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;97;0;95;142;8;4;4;43
3976;-4992;2208;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;97;0;95;142;7;3;4;35
3977;-4816;2416;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;95;0;95;142;7;2;4;28
3978;-4752;2208;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;94;0;95;142;7;2;3;24
3979;-4976;2192;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;86;0;95;142;5;2;3;23
3980;-4960;2208;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;54;0;95;142;6;2;3;23
3981;-4976;2176;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;36;0;95;142;6;1;3;23
3982;-4960;2176;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;16;0;95;142;5;1;3;23
3983;-4976;2224;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;7;0;95;142;5;1;3;25
3984;-4992;2416;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;7;0;95;142;6;1;3;25
3985;-4752;2192;15152;10;0;10;0;0;0;0;0;0;0;0;0;1;14;0;95;142;6;1;3;22
3986;-4768;2176;15104;10;0;10;0;0;0;0;0;0;0;0;0;1;25;0;95;142;5;1;3;21
3987;-4992;2176;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;2;0;95;142;6;1;3;22
3988;-4784;2176;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5;1;3;24
3989;-4816;2240;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;1;3;24
3990;-4976;2192;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;1;3;22
3991;-4784;2208;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;1;3;21
3992;-4976;2416;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;1;3;21
3993;-4928;2192;14752;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;1;3;20
3994;-4784;2400;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;1;3;20
3995;-4992;2416;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;1;3;19
3996;-4992;2272;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;1;3;22
3997;-4976;2256;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;1;3;22
3998;-4992;2256;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;1;3;21
3999;-4992;2560;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;1;3;22
4000;-4976;2256;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;1;3;21
4001;-4768;2400;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;2;1;3;58
4002;-4800;2240;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;6;2;10;880
4003;-4896;2368;14912;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4362;363;512;1385
4004;-4960;2224;14896;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5352;600;663;1318
4005;-4864;2016;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5486;733;956;1237
4006;-4800;2352;15072;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5561;752;1304;1592
4007;-5136;2416;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;7499;1131;1417;2280
4008;-4864;2256;15200;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;8229;1335;1539;2836
4009;-5184;2272;14720;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;17038;2981;1880;2635
4010;-4816;2288;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;17455;3056;2019;2096
4011;-4800;2192;14784;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;13145;2734;1579;1494
4012;-4768;2192;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;12157;2511;1438;983
4013;-4992;2176;14784;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;12023;2381;1151;615
4014;-4752;2384;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;11948;2362;803;376
4015;-4752;2208;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;10011;1983;690;228
4016;-4976;2224;14800;10;0;10;0;0;0;0;0;0;0;8;0;0;0;0;95;142;9281;1778;568;138
4017;-4944;2224;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;0;4;95;142;472;133;227;87
4018;-4976;2288;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;4;95;142;51;56;80;67
4019;-4992;2272;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;0;16;95;142;5;18;18;69
4020;-4752;2208;15184;10;0;10;0;0;0;0;0;0;0;0;0;0;0;47;95;142;7;4;10;83
4021;-4752;2176;15136;10;0;10;0;0;0;0;0;4;0;8;0;0;0;82;95;142;7;3;4;92
4022;-4960;2192;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;89;95;142;10;4;5;92
4023;-4976;2176;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;0;94;95;142;10;5;6;87
4024;-4752;2400;14784;10;0;10;0;0;0;0;0;0;0;0;0;0;0;91;95;142;12;6;6;77
4025;-4752;2272;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;4;12;95;142;12;7;7;68
4026;-4752;2240;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;41;9;95;142;12;7;7;56
4027;-4800;2272;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;45;0;95;142;12;7;7;46
4028;-4992;2240;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;47;0;95;142;8;6;6;38
4029;-4800;2176;14816;10;0;10;0;0;0;0;0;0;1;0;0;0;75;0;95;142;8;5;5;35
4030;-4800;2240;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;94;0;95;142;5;4;4;30
4031;-4768;2176;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;94;0;95;142;5;3;4;30
4032;-4784;2176;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;91;0;95;142;3;2;3;28
4033;-4784;2208;14784;10;0;10;0;0;0;0;0;0;0;0;0;0;90;0;95;142;2;1;2;27
4034;-4752;2384;14784;10;0;10;0;0;0;0;0;0;0;0;0;0;77;0;95;142;2;1;3;28
4035;-4960;2352;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;21;0;95;142;3;1;3;27
4036;-4992;2416;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;11;0;95;142;3;1;3;26
4037;-4976;2208;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;6;0;95;142;3;1;3;23
4038;-4752;2384;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;4;0;95;142;3;1;3;24
4039;-4992;2176;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;4;0;95;142;3;1;3;24
4040;-4752;2192;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;7;0;95;142;4;1;3;24
4041;-4944;2192;14768;10;0;10;0;0;0;0;0;0;0;0;0;0;6;0;95;142;4;2;3;23
4042;-4928;2224;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5;1;3;21
4043;-4896;2208;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;1;3;20
4044;-4976;2224;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;1;3;52
4045;-4976;2416;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;10;2;3;76
