time;x;y;z;bpm;bpm_by_nn;bpm_by_acf;mf;af;arf;sf;r_th;status_1;status_2;status_3;ml;breath_nn;snore_nn;signal_nn;splash_nn;eog;b100;b400;b1000;env
6340;-4912;2592;14752;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;12887;2424;1894;1568
6341;-4896;2432;14960;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;9451;2286;1856;1246
6342;-4896;2560;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3664;1562;1598;874
6343;-4576;2608;14800;10;0;10;0;0;0;0;0;0;0;8;0;0;0;0;95;142;2018;1440;1283;569
6344;-4608;2208;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;1733;989;1172;358
6345;-4608;2288;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;531;643;450;219
6346;-4592;2624;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;1;95;142;452;481;299;136
6347;-4608;2592;15168;10;0;10;0;0;0;0;0;0;0;0;0;0;0;3;95;142;289;256;190;94
6348;-4592;2288;15152;10;0;10;0;0;0;0;0;4;0;8;0;0;0;5;95;142;137;63;97;84
6349;-4608;2256;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;21;95;142;10;10;40;103
6350;-4912;2256;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;0;58;95;142;6;8;7;135
6351;-4608;2240;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;88;95;142;15;14;12;157
6352;-4608;2256;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;93;95;142;24;20;15;168
6353;-4896;2240;14800;10;0;10;0;0;0;0;0;0;0;8;0;0;0;97;95;142;32;26;19;169
6354;-4880;2224;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;84;95;142;35;29;24;157
6355;-4592;2288;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;5;34;95;142;42;31;29;158
6356;-4880;2272;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;40;29;95;142;60;41;32;161
6357;-4896;2208;15168;10;0;10;0;0;0;0;0;0;0;0;0;0;45;0;95;142;63;41;33;149
6358;-4896;2384;15104;10;0;10;0;0;0;0;0;0;1;0;0;0;69;0;95;142;65;40;32;131
6359;-4608;2192;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;91;0;95;142;58;35;25;118
6360;-4608;2208;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;97;0;95;142;49;29;23;105
6361;-4880;2240;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;96;0;95;142;44;26;18;93
6362;-4576;2224;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;95;0;95;142;43;23;14;87
6363;-4912;2208;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;92;0;95;142;40;22;10;78
6364;-4576;2416;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;79;0;95;142;21;11;7;68
6365;-4880;2192;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;36;0;95;142;15;8;5;63
6366;-4608;2192;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;16;0;95;142;14;8;5;57
6367;-4880;2176;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;7;0;95;142;13;6;4;51
6368;-4608;2240;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;4;0;95;142;12;6;4;42
6369;-4592;2256;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;7;0;95;142;10;4;4;37
6370;-4912;2192;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;21;0;95;142;9;3;4;31
6371;-4896;2416;15120;10;0;10;0;0;0;0;0;0;0;0;0;2;14;0;95;142;6;3;3;29
6372;-4896;2240;15136;10;0;10;0;0;0;0;0;0;0;0;0;2;1;0;95;142;5;3;3;27
6373;-4880;2240;15120;10;0;10;0;0;0;0;0;0;0;0;0;3;0;0;95;142;5;2;3;27
6374;-4944;2240;15104;10;0;10;0;0;0;0;0;0;0;0;0;2;0;0;95;142;5;2;3;27
6375;-4912;2272;14816;10;0;10;0;0;0;0;0;0;0;0;0;1;0;0;95;142;5;2;3;25
6376;-4608;2240;14768;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;2;3;25
6377;-4880;2208;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;2;3;27
6378;-4880;2208;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;2;3;26
6379;-4880;2208;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;2;3;25
6380;-4880;2208;15136;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5;2;3;27
6381;-4880;2192;14784;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;6;2;3;28
6382;-4576;2288;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5;2;4;27
6383;-4960;2560;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5;2;4;27
6384;-4928;2256;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;2;4;28
6385;-4880;2240;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5;2;4;29
6386;-4896;2176;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5;2;3;27
6387;-4896;2192;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5;1;3;24
6388;-4608;2272;15152;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;1;3;50
6389;-4528;2576;14976;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;3;5;356
6390;-4592;2224;14768;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;592;95;32;594
6391;-4592;2176;14944;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;785;189;77;843
6392;-4592;2288;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;864;243;206;973
6393;-4592;2368;14768;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;970;258;231;1165
6394;-4896;2560;15152;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;1469;542;358;1345
6395;-4880;2560;14992;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;1486;600;501;1413
6396;-4560;2592;15424;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;1726;723;573;1353
6397;-4608;2416;15360;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;1797;807;739;1170
6398;-4608;2288;14992;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;1218;736;785;982
6399;-4592;2192;15152;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;1039;654;765;763
6400;-4880;2272;15120;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;95;142;964;605;650;537
6401;-4592;2192;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;0;1;95;142;859;590;626;353
6402;-4560;2272;15136;10;0;10;0;0;0;0;0;0;0;0;0;0;0;3;95;142;360;307;500;228
6403;-4576;2272;15120;10;0;10;0;0;0;0;0;0;0;8;0;0;0;3;95;142;343;248;357;146
6404;-4592;2288;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;0;7;95;142;103;125;285;97
6405;-4592;2272;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;0;13;95;142;32;41;116;79
6406;-4896;2256;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;0;23;95;142;26;18;44;99
6407;-4896;2240;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;0;31;95;142;15;9;20;116
6408;-4608;2240;15120;10;0;10;0;0;0;0;0;4;0;8;0;0;0;66;95;142;12;6;10;121
6409;-4880;2240;15136;10;0;10;0;0;0;0;0;0;0;0;0;0;0;83;95;142;11;6;9;147
6410;-4928;2240;15152;10;0;10;0;0;0;0;0;0;0;0;0;0;0;86;95;142;21;25;20;162
6411;-4608;2224;15152;10;0;10;0;0;0;0;0;0;0;0;0;0;0;90;95;142;32;35;25;178
6412;-4944;2416;15136;10;0;10;0;0;0;0;0;0;0;0;0;0;0;87;95;142;39;44;26;174
6413;-4928;2192;14800;10;0;10;0;0;0;0;0;0;0;0;0;0;7;74;95;142;45;46;28;160
6414;-4896;2208;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;42;37;95;142;42;46;29;155
6415;-4608;2224;15104;10;0;10;0;0;0;0;0;0;0;0;0;0;42;0;95;142;46;50;28;140
6416;-4896;2400;14816;10;0;10;0;0;0;0;0;0;0;0;0;0;43;0;95;142;45;49;25;122
6417;-4880;2416;14832;10;0;10;0;0;0;0;0;0;0;0;0;0;36;0;95;142;45;48;24;114
6418;-4960;2256;15104;10;0;10;0;0;0;0;0;0;1;0;0;0;66;0;95;142;37;30;14;106
