time;x;y;z;bpm;bpm_by_nn;bpm_by_acf;mf;af;arf;sf;r_th;status_1;status_2;status_3;ml;breath_nn;snore_nn;signal_nn;splash_nn;eog;b100;b400;b1000;env
5440;-4784;2256;14768;10;0;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3906;1342;707;1730
5441;-4960;2272;14752;10;0;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3828;1276;704;1461
5442;-4752;2256;14800;10;0;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3124;1291;665;1053
5443;-4592;2256;14832;10;0;10;0;0;0;0;0;16;0;8;0;0;0;0;95;142;2788;1287;639;694
5444;-4896;2240;15120;10;0;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;2637;1218;601;438
5445;-4960;2256;15120;10;0;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;2314;889;497;268
5446;-4928;2240;15120;10;0;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;949;478;341;167
5447;-4896;2240;15152;10;0;10;0;0;0;0;0;16;0;0;0;0;0;2;95;142;643;298;283;128
5448;-4944;2192;15104;10;0;10;0;0;0;0;0;20;0;8;0;0;0;16;95;142;167;140;104;111
5449;-4960;2208;14832;10;0;10;0;0;0;0;0;16;0;0;0;0;0;38;95;142;84;105;62;100
5450;-4912;2384;14832;10;0;10;0;0;0;0;0;16;0;0;0;0;0;50;95;142;9;10;6;100
5451;-4944;2352;15168;10;0;10;0;0;0;0;0;16;0;0;0;0;0;64;95;142;11;3;3;85
5452;-4896;2368;15184;10;0;10;0;0;0;0;0;16;0;0;0;0;0;84;95;142;12;4;4;79
5453;-4912;2400;15104;10;0;10;0;0;0;0;0;16;0;8;0;0;0;63;95;142;16;5;4;76
5454;-4928;2256;14800;10;0;10;0;0;0;0;0;16;0;0;0;0;12;29;95;142;17;6;5;74
5455;-4976;2224;14832;10;0;10;0;0;0;0;0;16;0;0;0;0;41;4;95;142;17;7;4;65
5456;-4960;2224;14832;10;0;10;0;0;0;0;0;16;0;0;0;0;46;0;95;142;16;6;4;54
5457;-4912;2192;15152;10;0;10;0;0;0;0;0;16;1;0;0;0;73;0;95;142;15;5;3;45
5458;-4944;2176;14832;10;0;10;0;0;0;0;0;16;0;0;0;0;92;0;95;142;12;6;3;37
5459;-4896;2368;15136;10;0;10;0;0;0;0;0;16;0;0;0;0;97;0;95;142;9;5;3;30
