time;x;y;z;bpm;bpm_by_nn;bpm_by_acf;mf;af;arf;sf;r_th;status_1;status_2;status_3;ml;breath_nn;snore_nn;signal_nn;splash_nn;eog;b100;b400;b1000;env
4240;-4608;2576;15008;10;0;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;13550;2374;1187;1798
4241;-4608;2208;15120;10;0;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;13610;2384;1230;1870
4242;-4928;2208;14720;10;0;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;13679;2401;1259;1571
4243;-4944;2240;14768;10;0;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;9557;2236;1173;1119
4244;-4944;2416;14832;10;0;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;782;1120;283;732
4245;-4960;2192;14816;10;0;10;0;0;0;0;0;16;0;8;0;0;0;0;95;142;709;143;243;458
4246;-4880;2256;14832;10;0;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;493;111;172;282
4247;-4576;2208;14816;10;0;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;412;78;153;175
4248;-4592;2288;14832;10;0;10;0;0;0;0;0;16;0;0;0;0;0;1;95;142;287;43;132;117
4249;-4608;2560;14768;10;0;10;0;0;0;0;0;16;0;0;0;0;0;6;95;142;228;33;89;90
4250;-4880;2208;14800;10;0;10;0;0;0;0;0;20;0;8;0;0;0;4;95;142;164;17;36;86
4251;-4912;2416;14800;10;0;10;0;0;0;0;0;16;0;0;0;0;0;19;95;142;12;5;5;87
4252;-4880;2176;14784;10;0;10;0;0;0;0;0;16;0;0;0;0;0;65;95;142;11;11;4;83
4253;-4592;2224;14800;10;0;10;0;0;0;0;0;16;0;0;0;0;0;90;95;142;12;12;4;76
4254;-4880;2224;15136;10;0;10;0;0;0;0;0;16;0;0;0;0;0;90;95;142;12;12;4;64
4255;-4896;2192;15120;10;0;10;0;0;0;0;0;16;0;8;0;0;0;95;95;142;12;12;4;57
