time;x;y;z;bpm;bpm_by_nn;bpm_by_acf;mf;af;arf;sf;r_th;status_1;status_2;status_3;ml;breath_nn;snore_nn;signal_nn;splash_nn;eog;b100;b400;b1000;env
13542;-5784;8904;11664;10;9;10;0;0;0;0;0;2048;0;0;0;0;1;0;95;142;21;17;8;105
13543;-5772;8920;11648;10;9;10;0;0;0;0;0;2048;0;0;0;0;1;0;95;142;26;18;8;99
13544;-5764;8912;11664;10;9;10;0;0;0;0;0;2048;0;0;0;0;0;0;95;142;25;18;8;97
13545;-5956;8884;11672;10;9;10;0;0;0;0;0;2048;0;0;0;0;0;0;95;142;28;16;9;91
13546;-5852;8880;11652;10;9;10;0;0;0;0;0;2048;0;0;0;1;0;0;95;142;26;13;8;97
13547;-6008;8940;11660;10;9;10;0;0;0;0;0;2048;0;0;0;5;0;0;95;142;24;10;7;91
13548;-5796;8900;11668;10;9;10;0;0;0;0;0;2048;0;0;0;21;0;0;95;142;23;10;6;77
13549;-5796;8880;11660;10;9;10;0;0;0;0;0;2048;0;0;0;54;0;0;95;142;22;9;5;66
13550;-5788;8912;11648;10;9;10;0;0;0;0;0;2048;4;0;0;49;0;0;125;142;21;9;5;61
13551;-5812;8884;11656;10;9;10;0;0;0;0;0;2048;0;0;0;41;0;0;95;142;16;8;5;59
13552;-5776;8900;11660;10;9;10;0;0;0;0;0;2048;0;0;0;8;0;0;95;142;16;7;5;61
13553;-5996;8896;11652;10;9;10;0;0;0;0;0;2048;0;0;0;0;0;0;95;142;13;6;4;67
13554;-5868;8852;11652;10;9;10;0;0;0;0;0;2048;0;0;0;0;0;0;95;142;15;5;4;61
13555;-5808;8912;11656;10;9;10;0;0;0;0;0;2048;0;0;0;0;0;0;95;142;12;4;3;56
13556;-5788;8900;11656;10;9;10;0;0;0;0;0;2048;0;0;0;2;0;0;95;142;11;4;3;52
13557;-5852;8896;11900;10;9;10;0;0;0;0;0;2048;0;0;0;0;0;0;95;142;10;4;4;45
