time;x;y;z;bpm;bpm_by_nn;bpm_by_acf;mf;af;arf;sf;r_th;status_1;status_2;status_3;ml;breath_nn;snore_nn;signal_nn;splash_nn;eog;b100;b400;b1000;env
4842;-5896;9204;11460;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;14
4843;-5588;9188;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;15
4844;-5936;9184;11440;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;15
4845;-5612;9172;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;3;15
4846;-5892;9192;11460;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;16
4847;-5612;9176;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;18
4848;-5896;9184;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;18
4849;-5916;9208;11456;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;17
4850;-5948;9180;11456;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;16
4851;-5604;9200;11460;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;15
4852;-5920;9172;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;14
4853;-5624;9188;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;1;4;14
4854;-5896;9180;11460;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;1;4;15
4855;-5616;9164;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;16
4856;-5904;9200;11464;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;16
4857;-5944;9184;11460;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;16
4858;-5952;9144;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;16
4859;-5620;9188;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;17
4860;-5896;9188;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;18
4861;-5632;9168;11460;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;19
4862;-5624;9184;11464;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;20
4863;-5624;9176;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;20
4864;-5892;9200;11464;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;19
4865;-5892;9180;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;17
4866;-5904;9140;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;16
4867;-5612;9212;11464;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;15
4868;-5616;9176;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;14
4869;-5632;9176;11456;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;14
4870;-5892;9196;11464;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;1;3;14
4871;-5616;9188;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;13
4872;-5616;9192;11464;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;13
4873;-5892;9180;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;13
4874;-5620;9144;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;13
4875;-5900;9192;11460;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;17
4876;-5592;9184;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;19
4877;-5908;9176;11460;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;19
4878;-5896;9176;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;18
4879;-5628;9184;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;17
4880;-5612;9172;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;1;3;15
4881;-5632;9180;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;1;3;14
4882;-5580;9140;11492;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;1;3;14
4883;-5940;9172;11456;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;14
4884;-5572;9180;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;14
4885;-5916;9180;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;14
4886;-5620;9172;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;14
4887;-5896;9176;11460;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;15
4888;-5620;9164;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;16
4889;-5892;9200;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;17
4890;-5556;9164;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;17
4891;-5916;9128;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;18
4892;-5620;9208;11460;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;18
4893;-5616;9180;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;3;17
4894;-5604;9168;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;3;17
4895;-5616;9176;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;4;18
4896;-5628;9188;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;19
4897;-5616;9180;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;19
4898;-5624;9200;11464;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;17
4899;-5604;9144;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;16
4900;-5904;9188;11464;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;16
4901;-5568;9196;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;14
4902;-5600;9188;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;12
4903;-5616;9180;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;12
4904;-5632;9184;11464;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;13
4905;-5612;9164;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;4;19
4906;-5912;9188;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;20
4907;-5548;9148;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;22
4908;-5936;9156;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;4;24
4909;-5588;9200;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;23
4910;-5620;9180;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;20
4911;-5900;9164;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;1;4;19
4912;-5620;9168;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;18
4913;-5896;9176;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;1;4;16
4914;-5896;9184;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;1;4;15
4915;-5584;9168;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;1;4;14
4916;-5916;9136;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;1;4;15
4917;-5892;9188;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;16
4918;-5912;9164;11460;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;15
4919;-5616;9168;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;16
4920;-5620;9168;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;17
4921;-5624;9184;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;17
4922;-5624;9176;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;17
4923;-5892;9208;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;18
4924;-5572;9144;11496;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;19
4925;-5924;9176;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;1;3;19
4926;-5896;9168;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;1;3;19
4927;-5608;9180;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;3;18
4928;-5612;9180;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;3;17
4929;-5616;9184;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;4;17
4930;-5616;9204;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;17
4931;-5632;9188;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;17
4932;-5544;9160;11488;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;17
4933;-5928;9148;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;17
4934;-5616;9176;11488;20;0;20;0;0;0;0;0;2064;0;0;0;1;0;0;95;142;7;2;4;23
4935;-5624;9176;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;29
4936;-5620;9152;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;29
4937;-5612;9176;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;25
4938;-5608;9180;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;23
4939;-5628;9172;11488;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;3;19
4940;-5588;9188;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;3;18
4941;-5604;9136;11500;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;3;17
4942;-5576;9180;11492;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;3;16
4943;-5900;9172;11464;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;4;14
4944;-5612;9164;11488;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;13
4945;-5620;9164;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;13
4946;-5612;9164;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;4;13
4947;-5624;9212;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;4;14
4948;-5896;9184;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;4;14
4949;-5544;9164;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;4;15
4950;-5604;9196;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;16
4951;-5608;9184;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;18
4952;-5624;9172;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;18
4953;-5600;9172;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;18
4954;-5600;9188;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;19
4955;-5612;9180;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;19
4956;-5612;9176;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;20
4957;-5616;9208;11464;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;3;20
4958;-5892;9192;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;3;20
4959;-5580;9196;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;3;22
4960;-5896;9172;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;3;20
4961;-5596;9184;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;19
4962;-5620;9180;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;20
4963;-5600;9168;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;20
4964;-5632;9192;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;19
4965;-5900;9192;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;3;19
4966;-5936;9156;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;18
4967;-5580;9196;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;18
4968;-5892;9172;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;1;4;18
4969;-5616;9180;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;1;3;17
4970;-5620;9180;11468;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;1;3;16
4971;-5620;9180;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;1;3;15
4972;-5620;9180;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;3;14
4973;-5892;9168;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;1;3;15
4974;-5620;9136;11492;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;15
4975;-5904;9192;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;15
4976;-5592;9172;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;3;15
4977;-5900;9164;11464;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;14
4978;-5628;9168;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;13
4979;-5616;9168;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;13
4980;-5624;9168;11476;20;0;20;0;0;0;0;0;2064;0;0;0;1;0;0;95;142;6;2;3;15
4981;-5628;9196;11484;20;0;20;0;0;0;0;0;2064;0;0;0;1;0;0;95;142;5;2;3;17
4982;-5548;9164;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;1;3;17
4983;-5936;9140;11480;20;0;20;0;0;0;0;0;2064;0;0;0;1;0;0;95;142;5;1;3;17
4984;-5596;9204;11464;20;0;20;0;0;0;0;0;2064;0;0;0;1;0;0;95;142;4;1;3;17
4985;-5608;9180;11488;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;4;2;4;16
4986;-5604;9164;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;4;16
4987;-5616;9180;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;4;16
4988;-5620;9180;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;5;2;4;16
4989;-5600;9176;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;16
4990;-5632;9208;11472;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;17
4991;-5576;9148;11492;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;17
4992;-5916;9176;11460;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;17
4993;-5572;9196;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;17
4994;-5596;9180;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;17
4995;-5612;9172;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;3;17
4996;-5612;9176;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;3;17
4997;-5604;9176;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;18
4998;-5900;9176;11484;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;17
4999;-5552;9168;11480;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;16
5000;-5912;9136;11488;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;15
5001;-5612;9200;11476;20;0;20;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;15
