timestamp;dm_enable;dm_start_time;dm_interval;dm_duration;im_enable;im_start_time;im_interval;im_duration;im_interval_en;im_awa_en;im_awa_th;ld_enable;ld_start_time;ld_interval;ld_duration;ld_th;ta_enable;ta_setpoint_hour;ta_setpoint_minute;ta_prealarm_ahead_min;ta_prealarm_repeat_interval_min;as_enable;fs_enable;fs_stop_mode_by_sleep_enable;fs_stop_mode_by_timeout_enable;fs_stop_mode_timeout_duration_minutes;fs_option_selected;st_enable;eog_move_th;bm_duration;bm_is_alarm_reversed;bm_debug_enable;eyes_leds_enable;eyes_leds_intense;status_leds_intense;vibro_enable;vibro_intense;alarm_enable;apcf_enable;aob_enable;aom_enable;aom_th;prealarm_enable;restart_enable;compact_log;debug_enable;ed_sm_th;ed_bpmm_th;tz;mode;fw_id
2025-08-14 19:17:14.704;false;5;2;10;false;200;30;480;false;true;15;true;100;10;600;15;false;7;0;15;5;false;false;true;false;15;4;false;250;60;false;false;true;90;5;false;80;false;false;true;true;2000;true;false;false;false;4000;20;"<+05>-5";"lucidme";"1.2-2.202-dev"
