time;x;y;z;bpm;bpm_by_nn;bpm_by_acf;mf;af;arf;sf;r_th;status_1;status_2;status_3;ml;breath_nn;snore_nn;signal_nn;splash_nn;eog;b100;b400;b1000;env
9042;-5668;9288;11700;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;3;40
9043;-5684;9316;11708;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;40
9044;-5704;9304;11704;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;9;2;4;37
9045;-5356;9288;11716;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;9;2;4;33
9046;-5648;9312;11708;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;11;2;4;30
9047;-5692;9312;11708;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;10;2;4;29
9048;-5672;9296;11700;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;10;2;4;28
9049;-5676;9284;11716;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;10;2;4;29
9050;-5672;9308;11696;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;10;2;4;27
9051;-5676;9300;11704;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;9;2;4;25
9052;-5692;9324;11704;18;0;18;0;0;0;0;0;2064;0;0;0;1;0;0;95;142;7;2;4;29
9053;-5692;9308;11700;18;0;18;0;0;0;0;0;2064;0;0;0;2;0;0;95;142;8;2;4;30
9054;-5728;9264;11700;18;0;18;0;0;0;0;0;2064;0;0;0;3;0;0;95;142;8;2;4;31
9055;-5672;9092;11688;18;0;18;0;0;0;0;0;2064;0;0;0;4;0;0;95;142;8;2;4;29
9056;-5688;9292;11704;18;0;18;0;0;0;0;0;2064;0;0;0;4;0;0;95;142;9;2;4;26
9057;-5684;9316;11688;18;0;18;0;0;0;0;0;2064;0;0;0;4;0;0;95;142;9;2;3;23
9058;-5692;9316;11696;18;0;18;0;0;0;0;0;2064;0;0;0;4;0;0;95;142;10;2;4;22
9059;-5688;9308;11692;18;0;18;0;0;0;0;0;2064;0;0;0;3;0;0;95;142;10;2;4;23
9060;-5680;9300;11696;18;0;18;0;0;0;0;0;2064;0;0;0;2;0;0;95;142;11;2;4;26
9061;-5708;9324;11692;18;0;18;0;0;0;0;0;2064;0;0;0;1;0;0;95;142;10;2;4;31
9062;-5640;9304;11696;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;35
9063;-5732;9264;11692;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;37
9064;-5668;9328;11696;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;40
9065;-5692;9288;11708;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;44
9066;-5696;9288;11708;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;1;3;44
9067;-5700;9300;11700;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;3;48
9068;-5684;9300;11704;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;9;2;3;51
9069;-5692;9288;11696;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;12;3;4;53
9070;-5728;9296;11704;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;13;3;4;50
9071;-5364;9292;11716;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;13;3;4;43
9072;-5728;9264;11700;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;14;3;4;37
9073;-5688;9328;11692;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;14;3;4;36
9074;-5692;9304;11688;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;13;3;4;32
9075;-5696;9288;11704;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;13;2;4;28
9076;-5684;9296;11704;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;10;2;4;25
9077;-5684;9296;11696;18;0;18;0;0;0;0;0;2064;0;0;0;1;0;0;95;142;8;2;4;23
9078;-5692;9332;11700;18;0;18;0;0;0;0;0;2064;0;0;0;1;0;0;95;142;8;2;4;23
9079;-5708;9300;11696;18;0;18;0;0;0;0;0;2064;0;0;0;1;0;0;95;142;7;1;4;21
9080;-5648;9304;11692;18;0;18;0;0;0;0;0;2064;0;0;0;1;0;0;95;142;7;2;4;20
9081;-5736;9252;11700;18;0;18;0;0;0;0;0;2064;0;0;0;1;0;0;95;142;7;2;4;20
9082;-5676;9304;11704;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;20
9083;-5708;9300;11688;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;19
9084;-5676;9292;11708;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;19
9085;-5700;9308;11696;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;20
9086;-5692;9300;11700;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;22
9087;-5704;9324;11696;18;0;18;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;21
