time;x;y;z;bpm;bpm_by_nn;bpm_by_acf;mf;af;arf;sf;r_th;status_1;status_2;status_3;ml;breath_nn;snore_nn;signal_nn;splash_nn;eog;b100;b400;b1000;env
14442;-5772;8916;11672;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;3;4;18
14443;-5960;8896;11688;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;4;16
14444;-5808;8892;11668;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;16
14445;-5964;8884;11660;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;18
14446;-6008;8896;11664;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;1;4;19
14447;-5768;8880;11668;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;2;4;18
14448;-5764;8928;11656;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;1;4;17
14449;-6000;8904;11668;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;6;1;4;19
14450;-5824;8876;11668;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;21
14451;-6008;8896;11692;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;24
14452;-5840;8840;11704;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;2;4;34
14453;-5820;8844;11676;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;2;5;48
14454;-6180;9008;11724;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;8;9;17;82
14455;-5872;8964;11756;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;10;19;40;118
14456;-6168;8676;11760;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;15;24;94;473
14457;-6196;8644;12036;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;34;71;124;625
14458;-6232;8804;12060;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;46;128;207;660
14459;-6152;8788;12136;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;50;134;249;634
14460;-6224;8660;12044;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;88;226;302;569
14461;-6244;8780;12048;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;107;285;324;519
14462;-6268;8784;12092;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;111;286;321;450
14463;-6272;8764;12088;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;115;287;310;379
14464;-6036;8784;12064;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;133;299;271;295
14465;-6036;8768;12064;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;115;262;244;206
14466;-6256;8648;12032;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;101;205;161;137
14467;-5852;8680;12076;10;10;10;0;0;0;0;0;2064;0;8;0;0;0;0;95;142;96;199;120;94
14468;-6152;9020;11760;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;58;107;66;66
14469;-6184;8664;11708;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;39;47;42;54
14470;-5852;8992;11732;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;35;39;34;52
14471;-5820;8844;11720;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;31;29;21;58
14472;-5836;9056;11708;10;10;10;0;0;0;0;0;2068;0;8;0;0;0;0;95;142;10;13;7;70
14473;-5820;8856;11712;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;5;95;142;9;3;3;75
14474;-6004;9048;11724;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;46;95;142;12;4;4;78
14475;-5816;8872;11696;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;16;95;142;13;4;4;73
14476;-6008;8836;11688;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;4;95;142;13;4;4;70
14477;-5788;8868;11704;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;14;5;4;75
14478;-5768;8868;11692;10;10;10;0;0;0;0;0;2064;0;0;0;0;1;0;95;142;13;6;4;78
14479;-5776;8876;11696;10;10;10;0;0;0;0;0;2064;0;0;0;0;1;0;95;142;13;7;5;72
14480;-6012;8864;11696;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;13;8;6;67
14481;-5772;8876;11688;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;15;7;6;62
14482;-5968;8840;11704;10;10;10;0;0;0;0;0;2064;0;0;0;2;0;0;95;142;14;7;5;53
14483;-5808;8892;11676;10;10;10;0;0;0;0;0;2064;0;0;0;19;0;0;95;142;13;7;5;54
14484;-5984;8872;11692;10;10;10;0;0;0;0;0;2064;0;0;0;73;0;0;95;142;13;7;6;59
14485;-5780;8876;11700;10;10;10;0;0;0;0;0;2064;4;0;0;60;0;0;125;142;16;7;6;64
14486;-6004;8852;11700;10;10;10;0;0;0;0;0;2064;0;0;0;33;0;0;95;142;16;8;5;64
14487;-5764;8904;11680;10;10;10;0;0;0;0;0;2064;0;0;0;14;0;0;95;142;14;9;5;63
14488;-6012;8872;11692;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;13;9;4;69
14489;-5992;8896;11696;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;18;10;4;68
14490;-5948;8876;11688;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;19;10;4;62
14491;-5792;8852;11696;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;19;10;4;57
14492;-5764;8916;11676;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;20;10;4;49
14493;-6012;8888;11696;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;17;10;4;46
14494;-6012;8880;11696;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;16;8;4;40
14495;-6012;8888;11680;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;15;5;4;35
14496;-5764;8892;11684;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;16;5;4;35
14497;-5996;8868;11692;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;9;3;3;36
14498;-5772;8892;11684;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;3;4;36
14499;-5984;8840;11704;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;3;4;34
14500;-5784;8888;11688;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;3;4;32
14501;-5984;8888;11688;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;7;3;4;36
14502;-6004;8868;11692;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;9;3;4;37
14503;-5764;8864;11704;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;11;3;4;33
14504;-5768;8848;11692;10;10;10;0;0;0;0;0;2064;0;0;0;0;0;0;95;142;10;2;4;29
