time;x;y;z;bpm;bpm_by_nn;bpm_by_acf;mf;af;arf;sf;r_th;status_1;status_2;status_3;ml;breath_nn;snore_nn;signal_nn;splash_nn;eog;b100;b400;b1000;env
12640;-10040;920;12768;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;5602;2563;17152;1389
12641;-9992;1320;13080;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;5662;2600;17086;1018
12642;-10076;1312;12776;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;5659;2593;17066;692
12643;-10004;1008;13068;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;5656;2584;17016;449
12644;-10032;1292;13056;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;4482;1683;10017;281
12645;-10016;1284;12792;12;12;10;0;0;0;0;0;16;0;0;0;0;0;1;95;142;4233;1445;9681;199
12646;-10040;1312;13056;12;12;10;0;0;0;0;0;16;0;8;0;0;0;2;95;142;3135;956;8780;230
12647;-10020;1284;13064;12;12;10;0;0;0;0;0;16;0;0;0;0;0;3;95;142;471;163;520;255
12648;-9728;1332;13076;12;12;10;0;0;0;0;0;16;0;0;0;0;0;1;95;142;85;88;332;243
12649;-10060;1012;12780;12;12;10;0;0;0;0;0;16;0;0;0;0;0;17;95;142;32;50;308;199
12650;-10032;976;12796;12;12;10;0;0;0;0;0;16;0;0;0;0;0;23;95;142;31;50;285;145
12651;-10000;1324;13064;12;12;10;0;0;0;0;0;20;0;8;0;0;0;32;95;142;31;50;270;102
12652;-10012;1004;13060;12;12;10;0;0;0;0;0;16;0;0;0;0;0;51;95;142;30;49;266;71
12653;-10020;1280;13056;12;12;10;0;0;0;0;0;16;0;0;0;0;0;66;95;142;30;49;266;50
12654;-10036;1292;12796;12;12;10;0;0;0;0;0;16;0;0;0;0;0;71;95;142;28;45;258;38
12655;-10008;1284;13068;12;12;10;0;0;0;0;0;16;0;0;0;0;0;66;95;142;19;26;38;32
12656;-10024;1020;13056;12;12;10;0;0;0;0;0;16;0;8;0;0;0;9;95;142;11;9;7;29
12657;-10024;1288;13056;12;12;10;0;0;0;0;0;16;0;0;0;0;12;0;95;142;2;3;4;27
12658;-10036;1308;13060;12;12;10;0;0;0;0;0;16;0;0;0;0;43;0;95;142;2;1;3;25
12659;-10008;1280;13060;12;12;10;0;0;0;0;0;16;0;0;0;0;42;0;95;142;2;1;3;23
12660;-10016;1312;13056;12;12;10;0;0;0;0;0;16;0;0;0;0;44;0;95;142;2;1;2;22
12661;-10052;1300;12788;12;12;10;0;0;0;0;0;16;0;0;0;4;42;0;95;142;3;1;2;20
12662;-10012;1012;13056;12;12;10;0;0;0;0;0;16;0;0;0;12;40;0;95;142;2;1;2;20
12663;-10016;1008;13056;12;12;10;0;0;0;0;0;16;1;0;0;16;51;0;95;142;2;1;2;19
12664;-10020;1288;13056;12;12;10;0;0;0;0;0;16;0;0;0;15;33;0;95;142;2;1;2;19
12665;-10024;1004;12796;12;12;10;0;0;0;0;0;16;0;0;0;5;19;0;95;142;2;1;2;20
12666;-10016;1016;13056;12;12;10;0;0;0;0;0;16;0;0;0;0;21;0;95;142;2;1;2;21
12667;-10036;1292;13056;12;12;10;0;0;0;0;0;16;0;0;0;0;8;0;95;142;2;1;2;22
12668;-10012;1280;13064;12;12;10;0;0;0;0;0;16;0;0;0;0;5;0;95;142;1;1;2;24
12669;-10052;1020;12792;12;12;10;0;0;0;0;0;16;0;0;0;0;3;0;95;142;1;1;2;27
12670;-10004;988;13060;12;12;10;0;0;0;0;0;16;0;0;0;0;2;0;95;142;3;1;2;25
12671;-10040;1300;12792;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3;1;2;26
12672;-10040;996;12792;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3;1;2;24
12673;-10012;1016;13060;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3;1;3;23
12674;-10040;1288;12788;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3;1;2;24
12675;-10008;1012;13064;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3;1;2;26
12676;-10012;1016;12796;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;4;1;2;26
12677;-10040;1284;12796;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;4;1;2;25
12678;-10032;1000;13060;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3;1;2;23
12679;-10008;1296;13064;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3;1;2;21
12680;-10020;1008;13060;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3;1;2;22
12681;-10056;1320;12788;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3;1;3;22
12682;-10000;1012;13064;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3;1;3;24
12683;-10032;980;12796;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;4;1;3;23
12684;-10028;1284;12796;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;3;1;3;24
12685;-10016;1004;13060;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;4;1;3;23
12686;-10044;1020;12796;12;12;10;0;0;0;0;0;16;0;0;0;0;0;0;95;142;4;1;3;23
