time;x;y;z;bpm;bpm_by_nn;bpm_by_acf;mf;af;arf;sf;r_th;status_1;status_2;status_3;ml;breath_nn;snore_nn;signal_nn;splash_nn;eog;b100;b400;b1000;env
6340;-304;-660;16680;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;95;142;5;3;3;42
6341;-312;-644;16684;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;95;142;4;3;3;39
6342;-292;-656;16688;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;95;142;5;2;3;39
6343;-312;-656;16684;0;0;7;0;0;0;0;0;0;0;0;0;2;0;0;95;142;7;3;3;46
6344;-308;-652;16680;0;0;7;0;0;0;0;0;0;0;0;0;2;0;0;95;142;7;3;5;49
6345;-300;-656;16680;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;95;142;6;3;5;45
6346;-316;-648;16688;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;95;142;6;3;5;45
6347;-300;-660;16680;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;95;142;6;3;5;41
6348;-312;-652;16680;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;95;142;6;3;5;41
6349;-308;-660;16680;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;95;142;6;3;5;41
6350;-312;-644;16684;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;95;142;6;3;5;39
6351;-304;-652;16680;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;3;5;40
6352;-304;-656;16684;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;3;4;38
6353;-304;-648;16680;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;2;3;36
6354;-312;-656;16676;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;95;142;3;2;4;35
6355;-304;-652;16676;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;95;142;2;2;3;35
6356;-304;-656;16684;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;95;142;4;2;3;36
6357;-308;-652;16680;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;95;142;5;2;3;38
6358;-308;-648;16676;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;95;142;6;2;3;42
6359;-304;-652;16680;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;95;142;7;3;4;40
6360;-308;-656;16688;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;95;142;7;3;4;39
